sale_id,customer_id,product_id,price,quantity,sale_date,total_value,age,churn,tenure_months,last_purchase_date,feedback_text,sentiment,tokens,neg,neu,pos,compound,days_since_last_purchase,sale_year,sale_month,freq_3m,freq_6m,freq_12m,avg_order_value,gender_Male,region_North,region_South,region_West,segment_Corporate,segment_Small Business,category_Furniture,category_Office Supplies,product_name_Headphones,product_name_Laptop,product_name_Monitor,product_name_Notebook,product_name_Office Chair,product_name_Pen Pack,product_name_Printer,product_name_Projector,product_name_Smartphone,sentiment_new_Neutral,sentiment_new_Positive
S002121,CUST01770,P002,25000,3,2020-12-30,75000,64,0,23,2023-06-05,"Terrible experience, will not buy again.",Negative,"['terrible', 'experience', 'buy']",0.383,0.617,0.0,-0.4767,807,2020,12,0,0,1,58500.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
S002122,CUST01071,P004,12000,4,2022-03-30,48000,27,0,46,2023-05-18,"Great product, very satisfied.",Positive,"['great', 'product', 'satisfied']",0.0,0.218,0.782,0.8016,825,2022,3,0,0,0,103000.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
S002123,CUST01378,P009,12000,5,2020-03-24,60000,51,1,5,2023-07-01,Product quality could be better.,Neutral,"['product', 'quality', 'could', 'better']",0.0,0.58,0.42,0.4404,781,2020,3,0,0,0,33000.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
S002124,CUST01409,P004,12000,3,2021-01-11,36000,57,0,2,2023-10-21,"Great product, very satisfied.",Positive,"['great', 'product', 'satisfied']",0.0,0.218,0.782,0.8016,669,2021,1,0,1,2,34000.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
S002125,CUST00941,P007,50,3,2022-06-20,150,21,0,39,2023-08-16,Product quality could be better.,Neutral,"['product', 'quality', 'could', 'better']",0.0,0.58,0.42,0.4404,735,2022,6,0,0,0,111287.5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
S002126,CUST01154,P004,12000,1,2022-05-18,12000,55,0,27,2023-04-13,"Met expectations, nothing special.",Neutral,"['met', 'expectations', 'nothing', 'special']",0.429,0.571,0.0,-0.3089,860,2022,5,0,0,0,19016.666666666668,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S002127,CUST00417,P007,50,2,2020-11-14,100,32,0,5,2023-10-21,Too expensive for the features offered.,Negative,"['expensive', 'features', 'offered']",0.0,1.0,0.0,0.0,669,2020,11,0,0,0,21375.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
S002128,CUST01663,P002,25000,4,2020-11-22,100000,63,0,40,2023-09-23,Too expensive for the features offered.,Negative,"['expensive', 'features', 'offered']",0.0,1.0,0.0,0.0,697,2020,11,0,0,1,56100.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
S002129,CUST01174,P003,8000,5,2023-04-24,40000,49,1,54,2023-11-22,Excellent customer service.,Positive,"['excellent', 'customer', 'service']",0.0,0.351,0.649,0.5719,637,2023,4,1,1,2,56250.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
S002130,CUST00540,P002,25000,4,2022-05-06,100000,38,1,34,2023-01-24,"Worth the price, happy with the purchase.",Positive,"['worth', 'price', 'happy', 'purchase']",0.0,0.472,0.528,0.6808,939,2022,5,1,1,1,32230.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
S002131,CUST01738,P002,25000,5,2021-06-13,125000,25,1,41,2023-03-14,"Great product, very satisfied.",Positive,"['great', 'product', 'satisfied']",0.0,0.218,0.782,0.8016,890,2021,6,0,0,0,143333.33333333334,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
S002132,CUST00507,P001,70000,5,2021-09-17,350000,22,0,50,2023-12-16,"Great product, very satisfied.",Positive,"['great', 'product', 'satisfied']",0.0,0.218,0.782,0.8016,613,2021,9,0,0,0,157333.33333333334,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
S002133,CUST00749,P008,3000,3,2021-12-16,9000,42,0,13,2023-04-15,Easy to use and reliable.,Neutral,"['easy', 'use', 'reliable']",0.0,0.58,0.42,0.4404,858,2021,12,0,0,0,17400.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
S002134,CUST01593,P003,8000,3,2022-05-17,24000,51,1,34,2023-02-13,"Worth the price, happy with the purchase.",Positive,"['worth', 'price', 'happy', 'purchase']",0.0,0.472,0.528,0.6808,919,2022,5,0,0,0,35000.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
S002135,CUST01934,P010,45000,1,2022-12-06,45000,19,0,5,2023-08-22,"Terrible experience, will not buy again.",Negative,"['terrible', 'experience', 'buy']",0.383,0.617,0.0,-0.4767,729,2022,12,0,0,0,29000.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
S002136,CUST00293,P003,8000,1,2021-03-02,8000,60,1,30,2023-06-12,Excellent customer service.,Positive,"['excellent', 'customer', 'service']",0.0,0.351,0.649,0.5719,800,2021,3,0,0,0,179000.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
S002137,CUST01948,P010,45000,2,2021-05-14,90000,30,1,31,2023-03-21,"Worth the price, happy with the purchase.",Positive,"['worth', 'price', 'happy', 'purchase']",0.0,0.472,0.528,0.6808,883,2021,5,0,0,1,101800.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
S002138,CUST00419,P008,3000,1,2021-11-05,3000,24,0,1,2023-05-14,Highly recommend to others.,Positive,"['highly', 'recommend', 'others']",0.0,0.518,0.482,0.4201,829,2021,11,0,0,1,52375.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
S002139,CUST00407,P004,12000,4,2021-09-10,48000,37,0,29,2023-08-06,"Worth the price, happy with the purchase.",Positive,"['worth', 'price', 'happy', 'purchase']",0.0,0.472,0.528,0.6808,745,2021,9,0,0,0,199000.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
S002140,CUST01503,P001,70000,3,2020-10-02,210000,22,0,1,2023-01-12,"Terrible experience, will not buy again.",Negative,"['terrible', 'experience', 'buy']",0.383,0.617,0.0,-0.4767,951,2020,10,1,1,2,63020.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S002141,CUST00910,P003,8000,5,2022-05-16,40000,62,0,47,2023-08-22,Easy to use and reliable.,Neutral,"['easy', 'use', 'reliable']",0.0,0.58,0.42,0.4404,729,2022,5,0,1,2,57200.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
S002142,CUST01247,P006,100,3,2021-12-07,300,39,0,6,2023-03-08,Easy to use and reliable.,Neutral,"['easy', 'use', 'reliable']",0.0,0.58,0.42,0.4404,896,2021,12,0,0,0,33887.5,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
S002143,CUST00095,P005,15000,5,2020-11-07,75000,59,1,10,2023-09-11,Too expensive for the features offered.,Negative,"['expensive', 'features', 'offered']",0.0,1.0,0.0,0.0,709,2020,11,0,0,1,41100.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
S002144,CUST01050,P010,45000,4,2020-09-05,180000,46,1,51,2023-06-20,"Met expectations, nothing special.",Neutral,"['met', 'expectations', 'nothing', 'special']",0.429,0.571,0.0,-0.3089,792,2020,9,0,0,0,53040.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
S002145,CUST00380,P003,8000,1,2021-10-26,8000,45,0,12,2023-06-11,Product quality could be better.,Neutral,"['product', 'quality', 'could', 'better']",0.0,0.58,0.42,0.4404,801,2021,10,0,0,1,47020.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
S002146,CUST00365,P003,8000,4,2020-05-22,32000,25,1,51,2023-08-25,"Great product, very satisfied.",Positive,"['great', 'product', 'satisfied']",0.0,0.218,0.782,0.8016,726,2020,5,0,0,1,117250.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
S002147,CUST00564,P009,12000,1,2020-02-22,12000,53,0,6,2023-11-25,"Terrible experience, will not buy again.",Negative,"['terrible', 'experience', 'buy']",0.383,0.617,0.0,-0.4767,634,2020,2,0,4,4,67142.85714285714,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S002148,CUST01753,P004,12000,3,2022-10-14,36000,58,0,41,2023-10-17,"Worth the price, happy with the purchase.",Positive,"['worth', 'price', 'happy', 'purchase']",0.0,0.472,0.528,0.6808,673,2022,10,1,1,1,62230.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
S002149,CUST01339,P007,50,4,2023-09-23,200,61,0,40,2023-07-15,Highly recommend to others.,Positive,"['highly', 'recommend', 'others']",0.0,0.518,0.482,0.4201,767,2023,9,0,1,1,30066.666666666668,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
S002150,CUST00355,P010,45000,2,2022-06-05,90000,57,0,54,2023-07-12,"Delivery was late, not happy.",Positive,"['delivery', 'late', 'happy']",0.428,0.572,0.0,-0.4585,770,2022,6,1,1,1,157500.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
S002151,CUST01381,P003,8000,5,2021-06-07,40000,59,0,38,2023-02-07,Highly recommend to others.,Positive,"['highly', 'recommend', 'others']",0.0,0.518,0.482,0.4201,925,2021,6,0,0,0,98900.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
S002152,CUST00335,P001,70000,1,2020-05-08,70000,50,0,57,2023-10-15,"Met expectations, nothing special.",Neutral,"['met', 'expectations', 'nothing', 'special']",0.429,0.571,0.0,-0.3089,675,2020,5,0,0,0,22260.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S002153,CUST01922,P010,45000,5,2022-04-26,225000,62,0,49,2023-10-23,"Great product, very satisfied.",Positive,"['great', 'product', 'satisfied']",0.0,0.218,0.782,0.8016,667,2022,4,1,2,3,62666.666666666664,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
S002154,CUST01729,P006,100,5,2020-10-12,500,52,0,31,2023-04-06,Too expensive for the features offered.,Negative,"['expensive', 'features', 'offered']",0.0,1.0,0.0,0.0,867,2020,10,1,1,1,10308.333333333334,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
S002155,CUST01762,P010,45000,1,2021-05-12,45000,55,0,41,2023-09-18,Highly recommend to others.,Positive,"['highly', 'recommend', 'others']",0.0,0.518,0.482,0.4201,702,2021,5,0,0,0,61250.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
S002156,CUST01389,P004,12000,2,2020-08-25,24000,53,0,19,2023-09-07,Product quality could be better.,Neutral,"['product', 'quality', 'could', 'better']",0.0,0.58,0.42,0.4404,713,2020,8,0,1,1,47000.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
S002157,CUST00294,P003,8000,1,2023-12-13,8000,43,0,44,2023-09-19,"Terrible experience, will not buy again.",Negative,"['terrible', 'experience', 'buy']",0.383,0.617,0.0,-0.4767,701,2023,12,1,1,3,70216.66666666667,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
S002158,CUST01473,P003,8000,3,2021-10-11,24000,38,0,49,2023-10-29,Highly recommend to others.,Positive,"['highly', 'recommend', 'others']",0.0,0.518,0.482,0.4201,661,2021,10,0,0,0,24050.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
S002159,CUST00251,P007,50,5,2020-10-29,250,21,0,20,2023-02-15,Too expensive for the features offered.,Negative,"['expensive', 'features', 'offered']",0.0,1.0,0.0,0.0,917,2020,10,1,1,1,120562.5,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
S002160,CUST00200,P005,15000,3,2023-03-12,45000,32,0,17,2023-07-27,"Worth the price, happy with the purchase.",Positive,"['worth', 'price', 'happy', 'purchase']",0.0,0.472,0.528,0.6808,755,2023,3,0,0,1,65666.66666666667,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
S002161,CUST01228,P006,100,5,2020-10-19,500,51,0,2,2023-12-03,"Worth the price, happy with the purchase.",Positive,"['worth', 'price', 'happy', 'purchase']",0.0,0.472,0.528,0.6808,626,2020,10,0,0,0,80100.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
S002162,CUST00516,P009,12000,3,2022-02-05,36000,61,0,30,2023-11-02,Excellent customer service.,Positive,"['excellent', 'customer', 'service']",0.0,0.351,0.649,0.5719,657,2022,2,1,1,1,19330.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
S002163,CUST01984,P010,45000,5,2020-03-29,225000,59,0,15,2023-05-30,"Delivery was late, not happy.",Positive,"['delivery', 'late', 'happy']",0.428,0.572,0.0,-0.4585,813,2020,3,0,0,0,225000.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
S002164,CUST01345,P007,50,3,2021-06-04,150,47,0,25,2023-07-12,Too expensive for the features offered.,Negative,"['expensive', 'features', 'offered']",0.0,1.0,0.0,0.0,770,2021,6,1,1,2,25822.222222222223,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
S002165,CUST00072,P003,8000,1,2020-10-13,8000,34,0,44,2023-04-28,Product quality could be better.,Neutral,"['product', 'quality', 'could', 'better']",0.0,0.58,0.42,0.4404,845,2020,10,0,1,1,172000.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
S002166,CUST01798,P009,12000,4,2020-08-27,48000,55,0,14,2023-01-07,Easy to use and reliable.,Neutral,"['easy', 'use', 'reliable']",0.0,0.58,0.42,0.4404,956,2020,8,0,0,1,124500.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
S002167,CUST01617,P004,12000,3,2023-08-07,36000,37,0,37,2023-12-25,"Worth the price, happy with the purchase.",Positive,"['worth', 'price', 'happy', 'purchase']",0.0,0.472,0.528,0.6808,604,2023,8,0,1,2,25390.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
S002168,CUST00518,P004,12000,1,2020-12-17,12000,54,0,1,2023-08-09,Too expensive for the features offered.,Negative,"['expensive', 'features', 'offered']",0.0,1.0,0.0,0.0,742,2020,12,0,0,0,34133.333333333336,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
S002169,CUST01080,P004,12000,4,2023-03-20,48000,20,1,40,2023-01-06,"Great product, very satisfied.",Positive,"['great', 'product', 'satisfied']",0.0,0.218,0.782,0.8016,957,2023,3,1,1,2,31333.333333333332,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
S002170,CUST00451,P006,100,4,2022-07-28,400,46,0,31,2023-05-26,"Terrible experience, will not buy again.",Negative,"['terrible', 'experience', 'buy']",0.383,0.617,0.0,-0.4767,817,2022,7,0,1,1,18987.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S002171,CUST00487,P010,45000,4,2023-08-23,180000,40,1,31,2023-09-19,"Met expectations, nothing special.",Neutral,"['met', 'expectations', 'nothing', 'special']",0.429,0.571,0.0,-0.3089,701,2023,8,0,3,3,115000.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
S002172,CUST00040,P009,12000,3,2021-07-25,36000,54,0,33,2023-11-27,"Terrible experience, will not buy again.",Negative,"['terrible', 'experience', 'buy']",0.383,0.617,0.0,-0.4767,632,2021,7,1,2,2,30280.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S002173,CUST01411,P004,12000,4,2022-08-19,48000,24,0,48,2023-02-20,"Worth the price, happy with the purchase.",Positive,"['worth', 'price', 'happy', 'purchase']",0.0,0.472,0.528,0.6808,912,2022,8,0,0,0,48000.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
S002174,CUST01369,P007,50,2,2020-05-27,100,45,1,37,2023-06-03,"Met expectations, nothing special.",Neutral,"['met', 'expectations', 'nothing', 'special']",0.429,0.571,0.0,-0.3089,809,2020,5,1,3,3,133775.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
S002175,CUST00297,P007,50,4,2022-02-10,200,48,0,29,2023-01-04,"Worth the price, happy with the purchase.",Positive,"['worth', 'price', 'happy', 'purchase']",0.0,0.472,0.528,0.6808,959,2022,2,0,0,0,28400.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
S002176,CUST01897,P002,25000,4,2022-07-01,100000,33,0,47,2023-08-19,Too expensive for the features offered.,Negative,"['expensive', 'features', 'offered']",0.0,1.0,0.0,0.0,732,2022,7,0,0,0,44125.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
S002177,CUST01184,P009,12000,4,2023-07-21,48000,36,0,24,2023-08-30,Highly recommend to others.,Positive,"['highly', 'recommend', 'others']",0.0,0.518,0.482,0.4201,721,2023,7,0,2,2,21566.666666666668,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
S002178,CUST00500,P004,12000,1,2023-05-01,12000,36,1,51,2023-10-07,Highly recommend to others.,Positive,"['highly', 'recommend', 'others']",0.0,0.518,0.482,0.4201,683,2023,5,0,0,3,120766.66666666667,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
S002179,CUST01177,P010,45000,2,2023-04-14,90000,48,1,27,2023-05-14,Too expensive for the features offered.,Negative,"['expensive', 'features', 'offered']",0.0,1.0,0.0,0.0,829,2023,4,0,0,1,39050.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
S002180,CUST01889,P009,12000,4,2020-06-08,48000,63,1,27,2023-09-11,Easy to use and reliable.,Neutral,"['easy', 'use', 'reliable']",0.0,0.58,0.42,0.4404,709,2020,6,1,3,3,27640.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
S002181,CUST01525,P010,45000,5,2021-03-22,225000,55,0,49,2023-09-08,"Delivery was late, not happy.",Positive,"['delivery', 'late', 'happy']",0.428,0.572,0.0,-0.4585,712,2021,3,0,0,0,225000.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
S002182,CUST00770,P006,100,4,2023-11-02,400,39,0,53,2023-06-26,"Great product, very satisfied.",Positive,"['great', 'product', 'satisfied']",0.0,0.218,0.782,0.8016,786,2023,11,1,1,1,30200.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
S002183,CUST01099,P005,15000,1,2022-09-28,15000,32,0,56,2023-07-06,Easy to use and reliable.,Neutral,"['easy', 'use', 'reliable']",0.0,0.58,0.42,0.4404,776,2022,9,0,0,0,15000.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
S002184,CUST00273,P007,50,1,2023-09-25,50,31,0,21,2023-11-29,"Great product, very satisfied.",Positive,"['great', 'product', 'satisfied']",0.0,0.218,0.782,0.8016,630,2023,9,0,1,2,68512.5,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
S002185,CUST00225,P001,70000,3,2023-05-16,210000,41,0,8,2023-11-25,Easy to use and reliable.,Neutral,"['easy', 'use', 'reliable']",0.0,0.58,0.42,0.4404,634,2023,5,0,0,1,62506.25,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
S002186,CUST01992,P001,70000,2,2021-01-18,140000,60,1,44,2023-08-03,Highly recommend to others.,Positive,"['highly', 'recommend', 'others']",0.0,0.518,0.482,0.4201,748,2021,1,0,0,0,210000.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
S002187,CUST01392,P007,50,5,2020-07-19,250,18,0,3,2023-11-30,"Delivery was late, not happy.",Positive,"['delivery', 'late', 'happy']",0.428,0.572,0.0,-0.4585,629,2020,7,0,1,1,35312.5,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
S002188,CUST01493,P002,25000,1,2022-05-22,25000,42,0,21,2023-06-03,Too expensive for the features offered.,Negative,"['expensive', 'features', 'offered']",0.0,1.0,0.0,0.0,809,2022,5,0,0,0,34262.5,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
S002189,CUST01203,P008,3000,5,2020-06-03,15000,37,0,18,2023-11-29,Easy to use and reliable.,Neutral,"['easy', 'use', 'reliable']",0.0,0.58,0.42,0.4404,630,2020,6,0,0,1,50750.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
S002190,CUST01978,P003,8000,4,2021-10-01,32000,53,0,35,2023-09-26,Too expensive for the features offered.,Negative,"['expensive', 'features', 'offered']",0.0,1.0,0.0,0.0,694,2021,10,0,0,2,72171.42857142857,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
S002191,CUST00220,P005,15000,3,2022-04-24,45000,31,0,1,2023-06-29,"Terrible experience, will not buy again.",Negative,"['terrible', 'experience', 'buy']",0.383,0.617,0.0,-0.4767,783,2022,4,1,1,2,57600.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
S002192,CUST01227,P002,25000,2,2023-07-17,50000,41,0,15,2023-10-31,Too expensive for the features offered.,Negative,"['expensive', 'features', 'offered']",0.0,1.0,0.0,0.0,659,2023,7,0,1,2,79733.33333333333,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
S002193,CUST01701,P007,50,1,2020-11-06,50,48,0,2,2023-01-20,Easy to use and reliable.,Neutral,"['easy', 'use', 'reliable']",0.0,0.58,0.42,0.4404,943,2020,11,1,1,2,72016.66666666667,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
